2209,69340,3
2222,356674,3
2227,153457,3
2232,172066,4
2232,112746,5
2235,184471,5
2239,491228,5
2239,385411,5
2239,327552,4
2249,693784,5
2249,31624,5
2249,9339,4
2253,445791,1
2253,328775,3
2253,574629,1
2266,14317,5
2268,642718,4
2268,911415,4
2278,374341,4
2303,884890,3
2311,14317,4
2318,628053,3
2318,292967,5
2318,251469,4
2320,702417,4
2320,115682,4
2320,884890,3
2320,328775,5
2320,791844,3
2320,279785,5
2320,314389,4
2320,28304,5
2326,321619,5
2334,286165,5
2334,1656,5
2337,694408,3
2337,75797,3
2340,249570,5
2340,113705,5
2340,49190,4
2349,100908,1
2349,687411,4
2351,322253,5
2351,765809,5
2354,317967,3
2355,171967,4
2357,96524,4
2357,259207,5
2357,316446,5
2359,159792,5
2359,116780,3
2359,247421,5
2361,172079,4
2367,111192,4
2367,112523,4
2378,736241,5
2378,286052,5
2378,192098,5
2378,321018,4
2383,894270,5
2383,162425,5
2385,398557,4
2396,289483,5
2408,398658,5
2409,162455,5
2413,395537,3
2419,816660,5
2419,921150,5
2419,53458,5
2419,178016,3
2421,610005,5
2426,25360,4
2427,411850,1
2427,137221,1
2427,284695,5
2427,46154,5
2427,29255,5
2428,193185,5
2431,252216,3
2431,475084,4
2437,469971,5
2444,250546,5
2459,372398,3
2465,336201,5
2465,328775,4
2470,93168,3
2470,260713,3
2470,28600,3
2471,284374,4
2471,198312,3
2471,145101,4
2471,46560,4
2474,247421,5
2476,569529,5
2476,182301,5
2476,363134,5
2476,944033,5
2476,473854,5
2476,529676,5
2476,708518,5
2476,593945,5
2476,733207,5
2476,692426,5
2476,88172,5
2490,105881,4
2490,861280,3
2492,183798,5
2492,181311,5
2492,116016,5
2492,385219,4
2492,354747,4
2492,907416,5
2492,859724,5
2492,368907,4
2492,11161,4
2492,2379,4
2492,921028,4
2492,28724,4
2492,74999,4
2492,651501,4
2492,199828,3
2492,66654,2
2505,151946,4
2505,64397,4
2507,118351,3
2507,485062,2
2507,279785,4
2511,116465,4
2515,333771,4
2515,97224,4
2515,491634,3
2515,293382,4
2515,131358,4
2515,400268,3
2515,788114,3
2516,369062,4
2516,116780,5
2525,46987,4
2542,132504,3
2554,616058,5
2556,2109,5
2560,629554,5
2570,72849,5
2571,245798,5
2571,264572,4
2571,391153,5
2575,323893,3
2576,855589,5
2576,80596,5
2576,214264,5
2597,910642,4
2601,43292,2
2602,283160,3
2607,117820,5
2614,123485,3
2615,169476,4
2617,246575,4
2622,136060,5
2633,328775,4
2649,288222,5
2649,321000,5
2649,282032,5
2654,169618,5
2655,290423,4
2691,44878,5
2704,321576,5
2705,158018,4
2705,874331,4
2719,586662,3
2747,226106,4
2747,665479,5
2834,129269,4
2840,389728,5
2888,171597,4
2911,687455,5
2946,179719,3
2978,152095,4
2987,180519,3
2999,198067,5
2999,697283,5
2999,188355,5
3008,149646,4
3026,259207,4
3026,168720,5
3026,369062,3
3032,184471,5
3039,392840,4
3041,133470,5
3047,11203,4
3067,259207,4
3071,155029,4
3077,249391,4
3124,179163,3
3153,307295,5
3164,152095,4
3169,150085,1
3172,580520,2
3176,215995,5
3176,51405,5
3179,281748,3
3181,193498,1
3189,470723,1
3191,45315,5
3191,470723,4
3191,179544,3
3192,281748,3
3193,391631,4
3200,148115,4
3204,91701,5
3208,249570,2
3211,226106,4
3212,390564,4
3213,129333,3
3214,148970,5
3215,27703,4
3231,138695,4
3236,105881,4
3239,105338,4
3254,156952,5
3258,617017,1
3270,498923,5
3270,522093,4
3271,845657,4
3271,146525,1
3271,39546,4
3271,747070,1
3271,561911,4
3271,799055,4
3271,213564,4
3271,682731,4
3271,107324,2
3271,287510,5
3271,885332,5
3271,4458,4
3271,317010,5
3271,252216,5
3271,335,5
3271,609047,5
3271,321619,4
3273,522093,4
3274,546696,4
3276,716988,5
3277,728009,3
3277,716988,5
3277,218695,4
3277,132504,2
3285,667763,5
3285,2105,4
3292,379939,5
3292,145101,4
3292,364509,5
3292,3816,5
3301,291745,4
3302,249723,4
3302,5666,4
3302,93563,4
3302,884890,4
3302,358315,3
3302,5311,4
3309,263119,4
3309,48729,5
3309,159552,5
3309,258875,4
3309,113383,5
3309,578667,5
3309,130952,5
3311,699973,5
3315,702417,5
3316,179719,3
3326,778423,4
3327,852938,5
3346,900562,4
3346,199828,3
3348,89332,4
3348,192285,4
3353,198774,5
3368,353715,4
3370,158769,2
3370,48977,4
3370,358746,3
3370,317295,5
3371,73803,4
3388,793074,4
3390,45387,5
3406,2340,5
3406,132643,4
3406,249570,5
3406,45456,4
3406,47392,4
3456,851312,4
3520,8954,3
3546,820908,4
3546,25853,4
3546,229133,3
3551,370741,5
3556,11951,5
3558,158018,5
3559,159599,4
3560,866067,5
3560,44848,5
3562,313825,1
3568,735282,1
3572,184471,4
3576,243883,3
3584,28339,5
3595,606397,5
3616,583035,4
3616,48236,5
3616,195748,5
3622,350771,4
3623,377445,3
3628,90292,4
3646,9852,5
3658,805166,2
3658,385612,4
3658,106056,5
3658,90292,5
3658,190725,3
3679,118351,3
3679,63806,5
3682,145101,5
3682,791637,5
3682,133400,4
3682,223526,4
3682,127770,5
3682,89332,4
3686,836062,5
3686,428191,4
3686,646735,5
3686,745622,3
3688,439699,4
3689,31269,2
3694,26843,3
3708,237668,5
3726,148970,5
3782,105881,4
3797,1493,4
3798,788114,4
3803,199077,5
3816,30029,1
3831,671646,5
3846,840340,4
3854,265090,4
3854,745348,3
3854,388847,4
3854,286165,4
3855,414300,3
3857,49486,5
3861,369062,4
3861,159313,5
3861,197540,5
3863,114581,3
3866,21840,4
3870,47085,4
3870,172079,4
3870,169585,4
3871,364382,4
3874,74999,4
3877,62113,4
3877,194405,5
3877,216560,5
3883,393834,5
3884,751920,5
3890,43793,3
3894,710291,3
3895,906467,4
3895,72769,4
3895,155094,3
3895,684910,5
3896,485567,4
3897,8273,4
3898,140829,4
3898,385612,4
3899,328775,4
3906,598437,5
3931,237454,4
3954,253481,5
3960,30196,4
3960,884890,4
3960,95985,4
3965,249880,5
3966,386983,1
3966,150196,1
3966,163884,2
3976,127131,4
3999,251567,5
4013,176665,3
4015,781296,5
4015,594908,5
4015,455164,5
4015,246640,5
4015,390564,4
4015,152915,5
4015,779696,5
4015,256163,4
4015,459433,5
4020,310733,4
4038,667863,5
4038,192836,4
4038,136730,5
4038,49693,4
4038,149624,5
4038,213740,4
4038,318272,5
4040,929763,3
4041,84885,5
4041,392980,5
4045,103304,5
4045,118351,5
4045,186982,4
4045,872014,4
4045,396245,5
4045,91987,3
4045,436468,3
4045,258881,3
4045,716329,5
4045,215106,5
4045,355452,4
4045,366858,5
4045,724982,4
4045,133993,4
4045,325255,3
4045,145794,4
4045,3629,3
4045,863589,4
4045,934696,3
4045,137530,4
4045,679782,4
4045,134302,1
4047,441414,4
4048,287457,4
4048,355775,4
4049,391957,5
4050,361727,5
4050,166,5
4052,724982,5
4052,183443,3
4052,584895,5
4052,391957,5
4053,256163,4
4059,180466,4
4059,30101,4
4059,390564,3
4065,319105,4
4065,193682,4
4065,43325,1
4066,625840,4
4066,501139,4
4072,179719,4
4076,656314,3
4087,861280,5
4095,213359,5
4100,72165,4
4104,136064,5
4142,369750,5
4142,21249,4
4142,111179,5
4142,255136,5
4142,191568,4
4145,134773,3
4154,192676,4
4154,129333,4
4154,284695,4
4165,280573,5
4174,831592,1
4177,435544,5
4178,179417,3
4179,775546,5
4179,745622,4
4179,86311,4
4179,280081,5
4179,106145,3
4179,149529,5
4185,26531,5
4200,5142,4
4220,386494,5
4235,136981,4
4247,213897,2
4258,203957,5
4268,929763,3
4307,191568,4
4308,294844,5
4308,389955,5
4311,543235,1
4320,109916,4
4335,243883,4
4345,866794,5
4361,321576,4
4369,319105,5
4369,74999,4
4369,149529,5
4369,150132,5
4385,213301,3
4401,108936,5
4403,86857,1
4412,323358,5
4423,469245,5
4433,936541,5
4433,519033,5
4435,361727,5
4440,50713,4
4440,507180,4
4445,6574,4
4446,323358,4
4446,822805,3
4509,116491,5
4554,130584,4
4556,836186,5
4559,198242,5
4560,247859,4
4560,179832,5
4572,503594,4
4578,213187,5
4578,315462,4
4605,4629,3
4607,68203,4
4615,288157,4
4615,288222,3
4616,137761,5
4618,86172,5
4628,836186,3
4652,291745,4
4652,213133,4
4655,71632,4
4655,130558,4
4655,260469,4
4660,534551,4
4675,169940,4
4675,127617,3
4693,728009,4
4708,90296,4
4711,388399,5
4712,716736,5
4713,43325,1
4719,87225,3
4733,5015,4
4734,129674,5
4734,317295,5
4743,784661,5
4755,74999,4
4755,636781,3
4770,386997,3
4803,8036,4
4817,168720,5
4825,158429,5
4834,376177,5
4834,100397,5
4840,130013,4
4886,874331,5
4886,158018,5
4979,884890,3
4991,9852,4
5017,68246,5
5033,114301,3
5038,72653,1
5045,392082,3
5045,217543,3
5083,53368,3
5093,315309,5
5131,9852,5
5131,307295,4
5135,151946,4
5348,179191,1
5374,63740,1
5390,284717,1
5525,315409,4
5568,488536,1
5568,74999,4
5705,370681,3
5797,108443,5
5846,365596,5
5847,9852,3
5923,307295,5
5926,170268,4
5927,362905,3
5929,570760,4
5930,249570,5
5990,85130,3
5997,28339,5
6015,318665,5
6021,294245,5
6023,254343,5
6039,317295,5
6064,12567,5
6096,150433,4
6101,177889,5
6120,470723,3
6123,226106,3
6158,289409,1
6158,171597,4
6159,171186,4
6168,226106,3
6168,354874,4
6174,389728,4
6179,363254,5
6213,641859,5
6225,47542,5
6277,315210,4
6277,87774,4
6308,322627,4
6331,237668,4
6356,572720,5
6383,190766,5
6400,357677,4
6440,70650,4
6470,215042,3
6472,641859,4
6485,688620,4
6485,131358,3
6535,191568,4
6554,46248,2
6592,322597,5
6592,217350,5
6592,4629,3
6592,72686,5
6653,75794,1
6694,131358,4
6697,293161,3
6713,318831,5
6736,293161,3
6745,328775,3
6746,855812,5
6747,725789,4
6749,149529,4
6750,501275,5
6756,190766,3
6759,322597,3
6768,94811,4
6811,72749,3
6841,49936,3
6931,30101,4
6931,28600,5
6943,32143,3
6963,72699,3
6973,704045,5
6973,176665,3
6973,292194,4
6992,119708,4
6994,130558,4
6994,176665,4
6994,274267,3
6997,485567,4
7007,572087,5
7012,5666,4
7014,751658,4
7014,710291,4
7014,32143,1
7014,637707,1
7014,391794,3
7014,5666,3
7014,85688,4
7014,145101,5
7031,280132,5
7032,74999,4
7046,64301,5
7046,44878,4
7058,284743,2
7076,392696,3
7085,132144,3
7085,318686,4
7085,224421,3
7085,861280,5
7088,217350,2
7088,184471,4
7089,361582,5
7097,8272,4
7102,152200,5
7102,269788,5
7106,75794,2
7111,190766,4
7112,45198,4
7112,49999,4
7114,132873,3
7114,158915,4
7118,465110,3
7118,366772,5
7118,376096,5
7118,611078,5
7118,710618,3
7118,395445,5
7118,464677,4
7118,816326,4
7118,8272,4
7118,226757,2
7118,46322,3
7118,397159,5
7118,126946,4
7118,256497,4
7118,923459,4
7118,143034,5
7118,179727,1
7118,215917,1
7118,89287,5
7132,400116,3
7156,168720,5
7156,259207,4
7157,45387,5
7159,52424,4
7159,249570,4
7159,73896,5
7159,132643,5
7172,583035,4
7177,583035,4
7177,151946,3
7179,392082,2
7182,31285,5
7212,360130,4
7213,319105,4
7219,31285,4
7219,861280,4
7219,213301,4
7219,636781,4
7232,269477,5
7238,195327,3
7238,220831,4
7255,8647,4
7269,44878,5
7283,650646,3
7292,31624,4
7308,307072,4
7333,18783,4
7334,272555,4
7334,319205,4
7334,136030,3
7334,170923,3
7335,132643,4
7349,152603,5
7359,50553,4
7361,190080,4
7364,391153,5
7376,127971,4
7410,361582,5
7431,85331,3
7431,393032,2
7450,354493,5
7473,390998,5
7475,884890,4
7477,291745,4
7486,132504,4
7519,73510,5
7526,648584,1
7526,785107,3
7528,479877,4
7528,530433,4
7529,352779,3
7529,947927,5
7529,87225,4
7536,96524,4
7639,200786,5
7740,28339,4
7767,117432,5
7782,251474,5
7785,469245,5
7797,213301,3
7798,129686,3
7801,169618,3
7801,391794,3
7805,274267,5
7826,90292,3
7834,179544,3
7844,144718,5
7877,391153,4
7919,152915,4
8026,151946,4
8031,138695,4
8047,72104,4
8054,388399,5
8057,280081,5
8070,220831,5
8093,155207,4
8099,74999,4
8109,89999,5
8118,392031,3
8132,9852,4
8133,160914,5
8145,391794,4
8162,249570,4
8162,52424,5
8162,132643,5
8162,28600,4
8169,237668,5
8169,282055,5
8169,173879,5
8171,108769,5
8185,8513,5
8197,465987,5
8217,544055,5
8217,153066,4
8247,279615,2
8255,79647,4
8257,667944,3
8261,820908,5
8261,239796,5
8261,32143,5
8261,95703,5
8267,280573,5
8281,282827,4
8281,391794,4
8281,127113,4
8281,123951,4
8281,364520,5
8281,396371,1
8281,31285,4
8291,30101,3
8297,583035,4
8298,117820,5
8298,401684,4
8298,5015,5
8302,915454,5
8304,389728,5
8327,316446,3
8337,392840,4
8342,583035,4
8343,28600,5
8343,95389,5
8351,328775,3
8351,61770,4
8351,851312,5
8357,157653,5
8357,89719,5
8358,722512,4
8363,177126,4
8368,322019,4
8383,46936,3
8388,593182,4
8389,150132,4
8398,775546,4
8398,74999,4
8414,222193,5
8416,44878,5
8416,2109,5
8425,314966,5
8434,315409,3
8452,190973,4
8455,117820,4
8456,84930,5
8459,815808,4
8472,450355,4
8472,209755,4
8475,90768,1
8475,169172,1
8497,730660,4
8497,243883,4
8497,8647,3
8497,664880,4
8524,69340,4
8525,469245,5
8531,319153,3
8531,687411,4
8532,314966,5
8535,186286,3
8555,593182,5
8558,46154,5
8567,3816,5
8571,647331,5
8574,191568,4
8574,389728,4
8584,423213,4
8588,108936,3
8625,138438,4
8625,255258,4
8625,250513,3
8625,177951,5
8625,180751,4
8626,114074,5
8626,579521,5
8626,696992,1
8627,433557,4
8627,11991,4
8627,211972,4
8627,174016,4
8627,248011,5
8628,23433,4
8640,507391,1
8646,118244,4
8650,51393,4
8650,74999,4
8650,149529,4
8671,744,3
8683,109581,5
8696,637344,5
8719,201282,5
8719,648094,5
8719,50482,3
8732,217350,5
8735,534551,5
8735,12285,3
8739,872014,3
8739,30196,4
8750,391794,4
8750,728009,4
8756,68632,5
8765,395948,2
8766,249802,5
8766,130368,5
8792,745537,3
8802,399142,5
8803,818402,5
8807,754864,3
8822,46592,4
8829,132504,1
8834,923459,4
8855,185514,2
8861,385052,5
8883,190236,3
8887,175875,5
8897,321692,5
8911,448451,4
8911,322372,5
8911,186286,4
8911,71789,5
8911,4541,4
8911,350965,5
8911,106056,3
8911,90997,3
8932,148970,3
8945,714695,2
8962,616058,5
8971,26531,4
8972,469418,5
8972,820908,4
8972,887571,5
8975,49805,5
8978,607732,5
8994,298317,2
8994,179727,2
9006,68203,3
9029,225910,4
9031,391017,4
9031,158711,3
9054,9852,5
9062,745622,3
9062,321576,3
9062,259415,4
9062,1639,1
9062,391794,4
9062,247859,4
9063,5638,3
9070,32143,5
9070,217350,5
9070,192095,5
9072,46833,4
9076,388883,5
9083,397331,3
9092,193213,3
9105,469245,5
9107,816423,4
9111,75794,2
9113,752650,3
9114,171597,3
9120,109058,5
9123,469245,5
9138,30196,3
9138,315409,4
9139,3816,4
9140,53368,3
9141,361309,3
9141,148586,4
9144,279785,3
9159,180519,4
9160,469245,5
9162,350771,4
9164,127124,5
9181,163709,2
9187,222718,3
9199,710291,3
9199,33094,3
9200,180519,4
9200,193770,3
9210,673813,4
9219,821211,5
9222,70650,4
9227,469245,5
9235,674425,3
9279,817281,5
9279,134761,4
9293,246200,5
9293,256325,4
9294,286106,3
9306,30970,5
9336,430904,3
9336,307072,2
9336,42484,3
9336,135283,5
9336,247859,4
9336,286605,2
9342,459433,5
9342,470723,4
9342,391631,4
9342,355775,3
9342,257712,4
9344,307295,5
9355,5105,2
9361,504329,4
9366,85688,5
9368,90292,5
9393,319105,3
9393,111183,3
9417,46263,3
9436,377330,1
9442,583035,4
9455,212057,3
9455,73803,4
9455,752650,1
9455,356252,3
9460,386997,3
9460,68632,5
9460,247421,5
9490,54441,2
9491,72686,5
9494,220831,3
9504,320763,4
9504,49693,5
9504,921028,4
9509,1070,3
9514,64301,5
9527,391153,5
9531,217543,4
9568,85694,4
9579,838116,5
9581,131497,5
9581,114257,5
9581,26531,5
9581,74592,5
9590,158711,2
9623,593182,3
9624,276312,4
9638,28724,4
9664,264572,3
9664,322627,4
9664,393834,4
9668,256181,4
9668,213971,5
9670,224927,3
9670,312492,4
9680,43815,5
9681,637883,4
9684,884890,4
9684,710520,5
9684,845485,2
9684,247859,2
9689,132643,5
9690,280081,3
9690,75782,5
9692,224927,3
9692,901174,3
9692,590047,4
9698,317321,4
9701,280081,4
9704,848751,5
9704,462894,5
9705,85331,4
9710,225985,5
9711,397119,5
9724,74999,4
9738,245752,1
9739,249833,4
9739,64301,5
9739,390671,3
9739,351590,4
9739,26843,3
9747,754864,2
9749,117313,3
9752,151946,4
9813,314348,5
9833,33053,4
9837,388399,4
9837,259415,4
9841,469245,5
9852,149646,3
9853,593182,4
9857,317295,5
9861,152864,5
9866,259207,5
9874,139046,5
9901,365555,5
9917,924558,4
9917,323932,1
9929,169940,3
9938,314217,4
9964,421483,5
9977,72686,4
9978,74999,4
9978,86311,4
9980,743691,4
9980,356320,3
9987,501275,4
9987,4629,4
9987,215917,2
9987,23433,5
10007,79415,4
10024,93668,4
10024,63707,4
10030,525529,5
10058,288121,3
10121,49742,3
10125,632095,3
10127,542910,4
10133,357888,5
10143,220831,5
10160,108034,1
10160,469245,5
10196,355775,3
10203,121665,5
10216,250513,4
10218,315409,4
10218,135062,3
10223,251582,1
10224,884890,1
10237,287274,5
10245,294594,4
10247,114879,3
10252,366741,3
10253,856612,4
10253,46592,4
10253,284269,4
10253,1596,5
10253,84930,3
10253,68977,5
10260,191568,3
10260,222032,5
10261,105794,3
10266,46987,4
10266,177976,4
10290,467489,4
10290,237668,5
10290,727829,4
10290,216491,4
10297,359097,4
10300,69248,4
10305,190145,4
10306,243883,4
10306,68203,4
10310,423213,4
10313,138679,4
10313,288222,4
10339,308086,3
10385,282426,5
10385,745622,3
10385,43325,3
10400,114860,4
10403,222032,5
10421,92062,1
10424,686300,4
10445,116458,4
10455,74999,4
10462,459433,4
10462,373270,1
10462,131110,5
10465,105537,1
10465,394595,5
10482,95985,5
10509,169184,5
10525,49742,5
10535,116780,4
10537,501275,2
10541,26721,5
10551,31285,4
10554,32143,3
10555,280081,4
10563,386565,4
10578,259207,5
10583,820908,5
10613,129269,5
10613,93668,5
10615,652957,5
10629,155982,4
10645,314389,5
10661,285689,5
10661,194387,5
10664,179719,3
10673,776237,3
10673,27070,3
10694,256609,1
10694,593182,5
10694,9339,5
10697,921028,5
10697,314366,5
10697,75555,5
10702,385272,2
10702,153279,4
10702,129333,3
10731,249833,4
10747,745622,4
10784,398789,4
10803,172339,3
10806,135678,5
10815,728009,3
10815,43926,3
10817,186286,4
10828,535,3
10828,553902,3
10828,613537,4
10833,583035,4
10833,151946,4
10845,255258,3
10846,644180,2
10846,45978,2
10846,855812,4
10849,724982,3
10849,65360,3
10849,70650,3
10852,130044,4
10853,688620,4
10853,219591,3
10853,131358,3
10856,130044,3
10859,708414,5
10859,394595,3
10865,250495,4
10865,279785,3
10865,322844,3
10865,7505,4
10867,598437,5
10868,688620,5
10868,327561,4
10870,321572,4
10876,220389,4
10877,298317,1
10879,650202,4
10900,207623,5
10900,352854,5
10902,359997,5
10907,856133,3
10911,1070,3
10927,53368,1
10935,288157,5
10935,248011,5
10943,642734,5
10946,68122,4
10970,90437,4
10972,2148,1
10981,369062,3
10989,67588,5
10989,137512,5
11017,222193,4
11038,259415,5
11042,389728,3
11048,320837,4
11049,152242,5
11049,940964,1
11051,209755,4
11057,280573,5
11077,328775,4
11086,226106,3
11087,358746,4
11100,249570,5
11100,132643,4
11108,307112,5
11108,577925,5
11108,315596,5
11108,179719,4
11114,148970,5
11119,133983,5
11120,255475,3
11120,155061,5
11120,320671,4
11123,370681,4
11123,80323,5
11124,870790,4
11124,119563,5
11124,6574,4
11126,226111,4
11129,49805,3
